,ytid,Speech,Animal,Music,Vehicle
1276,tPex4wOFZb0,0,0,1,0
1277,o2rUhCsHcZ0,1,0,0,0
1278,sr9025arc9o,0,0,1,0
1279,cU3izHkrAEk,0,0,1,0
1280,2CFieDY2uF8,1,0,0,0
1281,DEBzUczyD4k,0,0,1,0
1282,6HEFBqifWq4,0,1,0,0
1283,dScDFTGE-7s,0,0,1,0
1284,HqYeud_9WkA,0,0,1,0
1285,FCCWVu3vv28,0,0,1,0
1286,WzWLtE5IYBU,1,0,0,0
1287,yarx4w9ORE4,0,0,1,0
1288,W936CvhTB40,0,0,1,0
1289,YoHzm9L5nyk,0,1,0,0
1290,S_3aeOvniZc,0,0,0,1
1291,vPcGMoMhJ1E,0,0,0,1
1292,Rj1KWjr-4Ow,1,0,0,0
1293,Tckarkfv58c,0,0,1,0
1294,3dZp3Ek9aaM,0,0,1,0
1295,VD4BuY2KRR8,1,0,0,0
1296,r1beNtvYaac,0,0,0,1
1297,fVFgZCJjruI,1,0,0,0
1298,cKD9Wna4TXY,0,0,1,0
1299,a7_pAqCetGA,1,0,0,0
1300,XVOseMmE5i4,0,0,1,0
1301,nIcjgFGhqgM,1,0,0,0
1302,-s6WuR6D3KU,1,0,0,0
1303,pLlq72Rq030,0,0,0,1
1304,D7KFpBAT6h8,0,0,1,0
1305,QysT6HNpPmw,0,0,0,1
1306,x_j1ECJkqjM,0,0,1,0
1307,mb18ykot_JI,1,0,0,0
1308,FL3wNoaXYt0,1,0,0,0
1309,FBzKdSL7kiI,0,0,1,0
1310,hE1NhoEuYJU,0,0,1,0
1311,AFnI3_kDpiM,1,0,0,0
1312,nRAW8qe4wz8,0,0,1,0
1313,megvaJVowSc,1,0,0,0
1314,UtOTbFHyuik,0,0,1,0
1315,-CGvIJ3g0NY,0,0,1,0
1316,Wr1kM5nedB4,0,0,1,0
1317,kCgiRmdnfsk,1,0,0,0
1318,A31SP1-WxWQ,0,0,1,0
1319,25qhGEU95iQ,0,0,1,0
1320,0uZvkKCuFyA,0,0,1,0
1321,cpXBoGZ0dJ8,0,0,1,0
1322,I_U1tWZynsg,1,0,0,0
1323,TnynGbrEnCY,0,0,1,0
1324,q_reEUOz3VI,0,0,1,0
1325,aH6eEz4ziXA,0,0,1,0
1326,ODeG3e5uUpQ,0,0,1,0
1327,7mMYYg__UQA,0,0,1,0
1328,ULKRoLVzDUg,0,0,1,0
1329,eh3aKHpuVEI,1,0,0,0
1330,FmGIMwCietE,0,0,1,0
1331,iFfd8iz7A2k,0,0,1,0
1332,wIdkfjcXze0,0,0,1,0
1333,b1lCknBEcC8,0,0,1,0
1334,tqa3pGlHuAc,0,0,1,0
1335,fkmibvgGxH0,0,0,1,0
1336,OFmUt_LAbIA,0,0,1,0
1337,Aus9C14JP9s,1,0,0,0
1338,qmzXVSvA7W0,1,0,0,0
1339,r8PTPwFfhUg,0,0,1,0
1340,uSOLrSHNvMQ,0,0,0,1
1341,-g4VeC-IQ78,0,0,0,1
1342,BXkzXkbMQmM,0,0,1,0
1343,ceNWt53SJys,0,0,1,0
1344,Q_BPha-1B1g,1,0,0,0
1345,YBh6P5OXFmA,0,0,1,0
1346,UOrt4yCkK2g,0,0,1,0
1347,GtURfJ9m6Bc,0,0,1,0
1348,5JCbopDa02s,0,0,1,0
1349,DzLjhq-rYOg,0,0,1,0
1350,6Vai1JIyvAs,1,0,0,0
1351,BxVs3TTnm4Q,0,0,1,0
1352,96bFvpCatNY,0,0,1,0
1353,S861_SbC0LU,0,0,1,0
1354,0t-S1hAlHfg,0,0,0,1
1355,zg7nbkumL6k,0,0,0,1
1356,mcti2MEpmgE,0,1,0,0
1357,q-0N1cWFdck,0,0,1,0
1358,7W7VGtmLhVY,0,0,0,1
1359,b-93zzB0VDY,0,0,1,0
1360,79G5B47j8fI,0,0,1,0
1361,3xha4zp456w,0,0,1,0
1362,MXwgR7KqiLI,0,0,0,1
1363,8yXiOCuvW-I,1,0,0,0
1364,-7QdTlCN79Y,0,0,1,0
1365,SKEaRlWIcyE,0,0,1,0
1366,U8Mrmft67DI,1,0,0,0
1367,9sKKf-8nnis,0,0,1,0
1368,rxxRxEJzMXY,1,0,0,0
1369,mCAtCxGZnXM,0,0,1,0
1370,hzH-xnimfYY,0,0,1,0
1371,ALUDNFYr-y0,1,0,0,0
1372,71UTGQ0E3Ik,1,0,0,0
1373,snalPEpEgeE,0,0,1,0
1374,gvnI9QfG_iU,0,0,1,0
1375,jJkrbGJn9vQ,0,0,1,0
1376,HvCvak9vDDA,0,0,1,0
1377,pv2Tqw7Gco4,0,0,1,0
1378,SJ_TWgzHxIo,0,0,1,0
1379,hiBjC_BVoUE,1,0,0,0
1380,kfKviOgcam0,1,0,0,0
1381,p2qxcgnBUHM,0,0,1,0
1382,onN3b1vaOdw,0,0,1,0
1383,uZ_KA2CRyYg,0,0,1,0
1384,8YTxpo0pDbw,0,0,1,0
1385,1oXS84RUht0,0,0,0,1
1386,YPApbB1szOM,1,0,0,0
1387,Q5vvNg4L0vM,0,0,1,0
1388,M0mgJ3WxRcI,0,0,1,0
1389,j8DqQXCmfbo,0,0,1,0
1390,3T-P0TRsDZY,1,0,0,0
1391,ibB4KSABbAA,0,0,1,0
1392,SMb1hfnuH7g,1,0,0,0
1393,81ghmxoXp3U,0,0,1,0
1394,nEPRLP85TyI,1,0,0,0
1395,aZUP1-uPu7E,1,0,0,0
1396,BkU_0VC7_78,0,0,1,0
1397,RJFXsXwAUqs,0,0,1,0
1398,51PwXmysI-s,0,0,0,1
1399,GRNVB52lFaw,0,0,1,0
1400,Vh9U54PJWJw,0,0,1,0
1401,-GLx4UqFFxo,0,0,1,0
1402,HRQDkr2w84I,1,0,0,0
1403,HaZ0oajg3KQ,0,0,1,0
1404,HZ784zMT3DU,0,1,0,0
1405,1ZutHvMtFA4,0,0,1,0
1406,dFWwo3o6g8Q,1,0,0,0
1407,OW1T5t2tEZg,0,0,1,0
1408,EgB0gkoX0uk,1,0,0,0
1409,O211VefV5c0,0,0,1,0
1410,1uGLf1PUgYk,1,0,0,0
1411,zAZAWJ2dsWQ,1,0,0,0
1412,Uk1zmUkroeU,0,0,1,0
1413,CK57jiF_qXY,0,0,1,0
1414,Qo3DlCizs4M,0,0,1,0
1415,rMM6dznN4K4,0,0,1,0
1416,mDMh3yNUIlw,0,0,1,0
1417,XJUVysZ6m2Q,0,0,1,0
1418,TFCfcMnyyMg,0,0,1,0
1419,2ws26MnoP2M,0,0,1,0
1420,D4o6zgnYbmc,0,0,1,0
1421,bFeVePxan04,0,0,1,0
1422,2gKr74jN6jg,0,0,1,0
1423,EAEzUDW06ZQ,1,0,0,0
1424,_raoNuw1h98,1,0,0,0
1425,DHLWduobMtY,0,0,1,0
1426,bUNIspBNPUo,0,0,1,0
1427,1Ele6I_Qalo,1,0,0,0
1428,6Qe-OdWSJfU,1,0,0,0
1429,hlAax_WWUqk,1,0,0,0
1430,7CUGauMEWJg,0,0,1,0
1431,-S6h2TYyL5I,1,0,0,0
1432,RcZBtrQ4bKY,0,0,1,0
1433,nMXJyHHze3s,0,0,1,0
1434,xc_PL3cGOVU,0,0,1,0
1435,6nl_Us9L6VY,0,0,1,0
1436,IFz1ly8-xTw,0,0,1,0
1437,QTNR87A0HHM,0,0,1,0
1438,2fJVlmY9OwM,0,0,1,0
1439,yqyFgq_3In4,0,0,1,0
1440,kLnZxCZtVJQ,1,0,0,0
1441,DLCCDnEzB6o,0,0,1,0
1442,nTKNUqVT4lM,0,0,1,0
1443,zxEidu-y9OU,0,0,1,0
1444,QzhMBrTc9lU,0,0,1,0
1445,JrlvIxy3YZg,1,0,0,0
1446,ZQQ5YcGwX5g,0,0,1,0
1447,fB2yXg9msPY,0,0,1,0
1448,F_sTeftF390,1,0,0,0
1449,cQE74ox6LmQ,0,0,1,0
1450,UDOZpfMs6Ms,0,0,1,0
1451,xMPzhI5WX-k,0,0,1,0
1452,K8FonOJbzlk,0,0,1,0
1453,PaXPtO64F_M,0,0,1,0
1454,882PVZegzY0,1,0,0,0
1455,0mRMNAz-z4k,1,0,0,0
1456,_9_zsgfpHuc,0,0,1,0
1457,BeE7kG-g9Fs,0,0,1,0
1458,zoTfJuG_N_M,0,0,1,0
1459,SwAWpDAHZUI,1,0,0,0
1460,dHBcBBmsPsw,0,0,1,0
1461,pXIjr2fQ6OY,0,0,0,1
1462,i_ifLPVTQC8,0,0,1,0
1463,8ghOEhH57cs,1,0,0,0
1464,4grtN5cHXsQ,0,0,1,0
1465,tn87GTS06Xc,0,0,1,0
1466,znLgrdC9ndk,0,0,1,0
1467,9SSN2SBWWV4,1,0,0,0
1468,9CvoZE2e-6U,0,0,1,0
1469,Q00a7m1i5js,1,0,0,0
1470,lk81LKYBtKo,0,0,0,1
1471,8BS8yQUiglo,0,0,1,0
1472,yRS80IdUI5Q,0,1,0,0
1473,VH0TYRnlVVY,1,0,0,0
1474,j1uL7qZFkoo,1,0,0,0
1475,y_SrY2O9eKA,0,0,1,0
1476,kjlQ6QgrNdI,0,0,1,0
1477,DAlbcBgdxFo,1,0,0,0
1478,pfDr1flkxXc,1,0,0,0
1479,Ls3dK5050Gk,0,0,1,1
1480,GvBH9cWyHZ4,1,0,0,0
1481,Q8tF58hMCdY,1,0,0,0
1482,IjrBSFoPUQA,0,0,1,0
1483,mfngJ68Qt0Y,0,0,1,0
1484,LmzFXpmWh84,1,0,0,0
1485,QeGkMepBLVo,0,0,1,0
1486,wbi_yjDTJIo,0,0,1,0
1487,W25b2fyaswM,1,0,0,0
1488,d3P0BzeP9MI,1,0,0,0
1489,XpHpjO0Oj08,1,0,0,0
1490,WQGBat_uGjs,0,0,1,0
1491,aD5Vtiv-UjQ,0,0,1,0
1492,sxyICRFrpYs,0,0,1,0
1493,sfciY_psif4,1,0,0,0
1494,FSfc2YkzKME,0,0,1,0
1495,GA_OlVDL_n0,0,0,0,1
1496,kxoTMvAtP_c,1,0,0,0
1497,pzSz8ks1rPA,1,0,0,0
1498,ojiFZgzpaSI,0,0,1,0
1499,rCTdGqIhXww,0,0,1,0
1500,pJ374F8VBOg,1,0,0,0
1501,qYsmV_35Bg0,1,0,0,0
1502,23MgaU1SHpM,0,0,1,0
1503,Dpdq0Vf0qcY,1,0,0,0
1504,4NmPCQ8ytfg,1,0,0,0
1505,0_P-EgEoBRk,0,0,1,0
1506,3NYDn6fw12I,1,0,0,0
1507,baFkJdK172Y,0,0,1,0
1508,KXHjJoPcCAc,1,0,0,0
1509,PlejHS7Z5Y8,0,0,1,0
1510,H3mss73CQMI,1,0,0,0
1511,Q2DIzddcotA,1,0,0,0
1512,JjmFwKrn3aA,0,0,0,1
1513,JfFOE1csxWI,0,0,1,0
1514,Da0Tfo6Iw_c,1,0,0,0
1515,pyKwZj8YRbA,0,0,1,0
1516,ZS_XzbVkZHE,0,0,1,0
1517,ioSiOE7ZN0o,0,0,1,0
1518,ITcu0-xDhUE,0,0,1,0
1519,2N0F7GSzpw4,0,0,1,0
1520,bSHVucyOTYs,0,0,1,0
1521,AxFj4QpSFqc,1,0,0,0
1522,k_rdd8RyNb0,1,0,0,0
1523,7yLInQ5Off0,0,0,1,0
1524,k2ETuyG8gIg,0,0,1,0
1525,WUkH5UFoRjw,0,0,1,0
1526,GOKboDw3nNI,0,0,1,0
1527,5ayvOdH7i_Q,0,0,1,0
1528,qpntg92W0sY,1,0,0,0
1529,qohChYkkPoA,1,0,0,0
1530,CdsrdDCGY-A,0,0,1,0
1531,OZ0flCdVf8U,1,0,0,0
1532,h0U1WM8_FDA,0,0,1,0
1533,qZE7udm5Ges,0,1,0,0
1534,NJPtRnvcpyI,1,0,0,0
1535,CjyAAayswpY,1,0,0,0
1536,e7JfPE3s-sw,1,0,0,0
1537,FAc2xc9jUNw,1,0,0,0
1538,7iNq1lGDz3g,0,0,1,0
1539,ddovaSQcT30,0,0,1,0
1540,-B7MoZMosaE,0,0,1,0
1541,Q9AvyaxgRRo,1,0,0,0
1542,LRUmZnwCWeE,0,0,1,0
1543,4lPOLEif7_s,0,0,1,0
1544,yj4rhqBEdQs,0,0,1,0
1545,DFmo5wxk2ZU,1,0,0,0
1546,4_g6tS_Kuk0,0,0,1,0
1547,fXuefjxkUkQ,0,0,0,1
1548,I48w5H4kM3E,0,0,1,0
1549,LC54uX5Ce-g,0,0,1,0
1550,eAo03qTJyf4,0,0,1,0
1551,uoawNxsSxaA,1,0,0,0
1552,Hz9XowPzXxI,0,0,0,1
1553,S6EhCP2_ky0,0,0,1,0
1554,dKpRHF7rRqM,0,0,0,1
1555,rwIpTVJhn8I,1,0,0,0
1556,KwAEG6ELlrE,1,0,0,0
1557,9hA_bqlm0vY,0,0,1,0
1558,ZLGsDJs4-UY,0,0,1,0
1559,3WftEuN7ESA,1,0,0,0
1560,DtubDq8OlOQ,0,0,1,0
1561,zOLiUub6Y7k,1,0,0,0
1562,hNnO4VgxfRw,0,0,1,0
1563,WYLR3jasMqw,0,0,1,0
1564,L-Nn8C6hQwU,1,0,0,0
1565,eJ5Rt-LCZEs,0,0,1,0
1566,bvfCA4wPr_M,1,0,0,0
1567,0YPN4lGKKng,0,0,1,0
1568,-lW4JwiJaIs,0,0,1,0
1569,hytbzmDrtbI,1,0,0,0
1570,atxHcY0wqAY,0,0,1,0
1571,4KZtgb4jq0I,0,0,1,0
1572,fEpOLqxRXjc,1,0,0,0
1573,xF-NF9x48tM,1,0,0,0
1574,4iOoeEUEc4w,0,0,1,0
1575,HXy9RjmlrNc,0,0,1,0
1576,HgAT6lhZqHg,0,0,1,0
1577,rlfh_f7U318,1,0,0,0
1578,Yc_6m0Ytwjk,0,0,0,1
1579,i1waQMa7sgs,0,0,1,0
1580,aF8nK_veDhE,1,0,0,0
1581,L5-EWuYYum8,0,0,1,0
1582,IikaqdGYPjA,1,0,0,0
1583,5W93qmIv1lU,0,0,1,0
1584,5RWz9Zfoblo,0,0,1,0
1585,EU5-wLc62mY,0,0,1,0
1586,Vqi5QQfDzxY,0,0,0,1
1587,NZ7EFLwpZ8E,1,0,0,0
1588,8VnD4qUDOt4,0,0,1,0
1589,IWJaxEytgvo,0,0,1,0
1590,hefIGmyOGQc,0,0,1,0
1591,dbAfbWoUDu0,1,0,0,0
1592,WKdm9V00Y6w,0,0,1,0
1593,qbNuH4xjVPU,0,0,1,0
1594,IhmHxIs5C4o,1,0,0,0
1595,3CG2QQyIy4U,0,0,1,0
1596,UH5VvOm8KL8,0,0,1,0
1597,lJ17qLcOhVo,0,0,1,0
1598,IkSqe6FCktA,1,0,0,0
1599,ZW_zT7kkIuI,0,0,1,0
1600,-RYXp8BU7Po,0,0,1,0
1601,P96kPPbTXos,1,0,0,0
1602,k52aq9Zyafs,1,0,0,0
1603,49WpEVdQ-fw,0,0,1,0
1604,4oiYe_xwXRY,1,0,0,0
1605,BSeXg3mP7vc,0,0,1,0
1606,coO5TUojmHs,0,0,1,0
1607,FtZc6TiSn3g,1,0,0,0
1608,XwK4iKEo3Bc,0,0,0,1
1609,csrp9EMdLTc,0,0,1,0
1610,ixr3_hcuRsc,1,0,0,0
1611,JanRMk5nsrk,1,0,0,0
1612,IQv4qjKHhVQ,0,0,1,0
1613,50m8FmPsid0,0,0,1,0
1614,lcjiu1wpbYY,1,0,0,0
1615,aPprfJq04cI,0,0,0,1
1616,DZgEEF_Cc0Y,0,0,1,0
1617,ws85eGK3wM8,0,0,1,0
1618,eSrxLeJA398,1,0,0,0
1619,jA6kvYVJvpk,0,0,0,1
1620,MQKJAuy4LIg,0,0,1,0
1621,PO5JzsNVSSI,0,0,1,0
1622,c4GqhqdCB1E,0,0,1,0
1623,Vc3Bo2WDe2Y,1,0,0,0
1624,_JIgFqCLzks,1,0,0,0
1625,6flQ8p3-SGs,0,0,1,0
1626,y5MakVJExfo,1,0,0,0
1627,MHJtgrrTsT4,0,0,1,0
1628,rqwOWfNChRw,0,0,1,0
1629,CVq4Xvs615Q,0,0,1,0
1630,3mdSEQsupaU,1,0,0,0
1631,mEuonK4sMOQ,0,0,1,0
1632,enJq2PquuPE,0,0,1,0
1633,lsbjXc9DcD4,1,0,0,0
1634,BnhqWnEOYas,1,0,0,0
1635,ePwwMzvqD64,0,0,0,1
1636,5hALXiYJXCs,0,0,1,0
1637,nePPcN-Zssw,0,0,1,0
1638,vdk9SoVlkZk,0,0,1,0
1639,62zThPP-CzY,0,0,1,0
1640,J8WEX6YsKEs,0,0,1,0
1641,iHpD5tlN3gM,0,0,1,0
1642,Z8G7iPtXntM,0,0,1,0
1643,PweJDU2-dAc,0,0,1,0
1644,mXz9minKDH8,1,0,0,0
1645,umzFOGKzkrU,0,0,1,0
1646,Pn9lwsMgaAw,0,0,1,0
1647,ZkIdMJYBRiY,0,0,1,0
1648,E_YLkVU7qGY,0,0,1,0
1649,NIJGU1X2HDY,1,0,0,0
1650,aIfK7d1uOXs,0,0,0,1
1651,n6W4qorckZ4,0,0,1,0
1652,ySVsajSevxw,0,0,1,0
1653,geZYmQtAzZ0,0,0,1,0
1654,0zAXgLQLh9Y,1,0,0,0
1655,5BI5ziSor2s,1,0,0,0
1656,o35KucKZu2Y,1,0,0,0
1657,re0tULczCFI,0,0,1,0
1658,_3rpw6o7img,1,0,0,0
1659,AAmykxiNYEk,0,0,1,0
1660,dcQMk1V-rl0,0,0,1,0
1661,ps9yS47WDJI,0,0,1,0
1662,Z3JAQLEUP7c,0,0,1,0
1663,gYW57vOIiF0,0,0,1,0
1664,SZO4ffyHC-0,0,0,1,0
1665,QZIa3GMb_60,0,0,1,0
1666,vcNPi1hSPyg,0,0,1,0
1667,nf5YtkHRca4,0,1,0,0
1668,dGjGHWZqh8w,0,0,1,0
1669,IJYppggxQKU,1,0,0,0
1670,fdt5Mbm0KwE,1,0,0,0
1671,dWZyNKcOSSc,0,0,1,0
1672,kiAwu5AGP9g,0,0,0,1
1673,nvKpn05TK7M,0,0,1,0
1674,iW5VCSKtSR8,0,0,1,0
1675,soGMY9DUTGo,0,0,1,0
1676,smrAtHPz72k,0,1,0,0
1677,YCQZzD3SdwU,0,0,0,1
1678,lnfpsfKlf0o,1,0,0,0
1679,DTtC3z6eniU,0,0,1,0
1680,6yrjHATcctw,1,0,0,0
1681,6B5cD0fAa-k,1,0,0,0
1682,WtSe040EnpI,1,0,0,0
1683,KIe6jI56A4k,1,0,0,0
1684,z-JExppdAAg,0,0,0,1
1685,wSyUhsEMP2Y,1,0,0,0
1686,ZZSpDGtCIhM,1,0,0,0
1687,C387AvhzFfM,1,0,0,0
1688,7eECN-1i11I,1,0,0,0
1689,qd0XZfRH9AE,0,0,1,0
1690,Fh5hYnCY4hM,0,0,1,0
1691,mB3lq6ZqRFo,0,0,0,1
1692,bD0u6tjijFU,0,0,1,0
1693,knGYCwUcauM,1,0,0,0
1694,7NGXGJi6_6k,0,1,0,0
1695,-vHEg1hSZaY,1,0,0,0
1696,nSw6CgVTly0,0,0,1,0
1697,loLLcSE6xcE,0,0,1,0
1698,LPwvcgaEH-0,1,0,0,0
1699,72TRrQiyXpg,0,0,1,0
1700,0BeKLZtAz0c,0,0,1,0
1701,9lIojKZEBw0,0,0,1,0
1702,ed1sFxmuoRg,1,0,0,0
1703,MJZwS_bb4Tg,0,0,0,1
1704,1aUz7RKV4Pw,0,0,1,0
1705,OusB1_VY2lE,1,0,0,0
1706,wccN6m0J7zw,0,0,1,0
1707,U_JMGGZLZPk,0,0,1,0
1708,qiT4ObAb2sA,0,0,0,1
1709,wKOMLgwQKmY,0,1,0,0
1710,9pdKI7z7M4c,1,0,0,0
1711,grTRpcS6QMA,0,0,1,0
1712,tWGLnuohC4g,0,0,1,0
1713,OyUJVVzIifw,0,0,1,0
1714,Jt1KqQdm5L4,0,0,1,0
1715,Z1KRv0DGocM,0,0,0,1
1716,8EA4pHGXkQY,1,0,0,0
1717,ma-zLZx1E_0,0,0,1,0
1718,krJ3UtApXqc,1,0,0,0
1719,2Z8LwWEh5dU,0,0,1,0
1720,SBBbPTq7tIQ,0,0,1,0
1721,Oqc6tQyG_o4,0,0,1,0
1722,uM_2cdjkyt8,0,0,0,1
1723,kd3hqgWz8og,1,0,0,0
1724,8Sy5D6CwU3s,0,0,1,0
1725,ggYjs9CYfYk,0,0,1,0
1726,eErFrKdU0vQ,0,0,1,0
1727,OriQa7piZPw,0,0,1,0
1728,svKJolx-jQE,0,0,1,0
1729,rJ14V8Zpqr0,0,0,1,0
1730,dj6WZOSPb-c,0,0,0,1
1731,GpPk3iLm9Fk,0,0,1,0
1732,AZNTk68SaVM,0,0,1,0
1733,fJGG9mSXMME,0,0,0,1
1734,tdMfU7sMmOQ,0,0,1,0
1735,XHTpEVBOIWg,0,0,1,0
1736,1iO0OJJppXc,0,0,1,0
1737,vsHNV-UMIOw,1,0,0,0
1738,XaYGuZmHf3A,1,0,0,0
1739,ftEb59J2Tww,0,0,1,0
1740,LdqA2F9gNEM,0,0,1,0
1741,0LCGsRPkHc8,1,0,0,0
1742,gpobZnSFfSw,0,0,0,1
1743,vWLEj9icXoI,1,0,0,0
1744,d47Uuk1v17I,0,0,0,1
1745,W3Mdm-LoVAg,0,0,1,0
1746,N32b4Vwt3-I,1,0,0,0
1747,VNXujzAZijQ,0,0,1,0
1748,WvOtbm1zlAA,1,0,0,0
1749,oGzV8kv9vfo,0,0,1,0
1750,Xs-lu4HQWg8,0,0,1,0
1751,ouiv0XDsh54,1,0,0,0
1752,A0_XEuaFAeQ,1,0,0,0
1753,ovRdHAxVx4Q,0,0,1,0
1754,GIIK7IzQuJY,1,0,0,0
1755,68ZrMXcdPOc,1,0,0,0
1756,lRuR9SJNat4,1,0,0,0
1757,4t4XOIt-6EI,1,0,0,0
1758,d7zAvqkzeNA,1,0,0,0
1759,543JRZ0vjlo,1,0,0,0
1760,qtFtfx1nHVQ,0,0,0,1
1761,tVLW9KcXPVg,0,0,1,0
1762,Kbk2PCfK-LY,0,0,1,0
1763,hFHG96f2AE4,1,0,0,0
1764,xXfbF2xOdcs,0,0,1,0
1765,xW9IWZUqhfs,0,0,1,0
1766,aEQjjcUBY9c,0,0,1,0
1767,ST4gGWOkpZ0,1,0,0,0
1768,w5G6TMcYXNg,0,0,1,1
1769,Pgmn6DfYFJA,0,0,1,0
1770,sd9ijAS4L6M,0,0,1,0
1771,_OAJxRaGH1s,0,0,1,0
1772,M9ugtyC78WQ,0,0,1,0
1773,_vM5Pguqjko,1,0,0,0
1774,mPbMUEbZc1o,1,0,0,0
1775,HDCemRwZ9oE,1,0,0,0
1776,13-rAJvefcQ,1,0,0,0
1777,0G1MHVP0d_w,0,0,1,0
1778,YSlNnF6hJQ0,0,0,1,0
1779,UWTd1fR2nas,0,0,1,0
1780,CybAurftf4c,0,0,1,0
1781,HUC9axWiWjo,0,0,1,0
1782,KahzeoAVLlY,1,0,0,0
1783,7g5z5XuOI2I,0,0,1,0
1784,LkCYcK7JouI,0,0,1,0
1785,m-tlMXEeKlE,0,0,1,0
1786,L_rNSIjCRj8,1,0,0,0
1787,nuaipTuZ6lg,0,0,1,0
1788,HlP2CMWyE_w,1,0,0,0
1789,bHgiI_UDQks,0,0,1,0
1790,ynrBH18bwCE,1,0,0,0
1791,0A4q1Oa9Is0,0,0,0,1
1792,niD2s-0kuWk,1,0,0,0
1793,ulL2LD0A80k,0,0,1,0
1794,EpxBFyPyeU8,0,0,1,0
1795,a0Th6TfK6Ic,0,0,1,0
1796,SGxS5bFRx7Y,0,0,1,0
1797,HTObr6P7XUI,0,0,1,0
1798,pqrNbun1XKY,0,0,1,0
1799,9r-CuL3CWc0,0,0,0,1
1800,1MJ9LCORj_U,1,0,0,0
1801,1WEdrEB1wHM,1,0,0,0
1802,EqOmf6Qslf0,0,0,1,0
1803,luP3nt7ALHs,0,0,1,0
1804,8DMSqNhc5J4,1,0,0,0
1805,4mVZtiFy9x0,0,0,1,0
1806,mkiW8qNXFYo,1,0,0,0
1807,7XBExQqgyuU,0,0,1,0
1808,VQHnvUUzcLI,0,0,1,0
1809,ZelvyoStCyg,0,0,1,0
1810,LLHFVdRVjzo,0,0,1,0
1811,vk5vCWFYIeM,0,0,1,0
1812,ysbubtv_RRg,0,0,1,0
1813,qRa3khj0m-4,1,0,0,0
1814,iO4lNBwNh_Q,0,0,1,0
1815,PPr0NQlDmgM,0,0,1,0
1816,al7SuLTtEx4,1,0,0,0
1817,-1VsFy0eVJs,0,0,0,1
1818,yvNYTGL4bY0,0,0,1,0
1819,NmXNJpIlzd0,0,0,1,0
1820,cCpRej3m2Bk,0,0,1,0
1821,TeIErdyQrls,1,0,0,0
1822,iwZC4h6EkIY,0,0,1,0
1823,RHc_bO6ZRCI,1,0,0,0
1824,SukDAzXfa7E,0,0,1,0
1825,_w7VOh28Zd4,1,0,0,0
1826,Qc-wLUJjf68,0,0,1,0
1827,ZBBNkD7obr8,0,0,1,0
1828,EubHwwZiztY,0,0,1,0
1829,3-IZPUBDXpQ,0,0,1,0
1830,jsRvfzGpR6E,1,0,0,0
1831,zP3PnaTdyNw,1,0,0,0
1832,RW7vxeGslHI,0,0,1,0
1833,9b5BFXNtew0,0,0,1,0
1834,8nboubTPGsE,1,0,0,0
1835,uA0Hw0UEkiY,0,0,1,0
1836,oFIvqR-_PuY,0,0,1,0
1837,LrA0Vxc9iqs,0,0,0,1
1838,66ER7otmMNE,0,0,1,0
1839,uCJfe2ralks,0,0,0,1
1840,tQkkvkXe2wo,1,0,0,0
1841,IqKZCRgXWIE,0,0,1,0
1842,sq8qIDHwDc8,1,0,0,0
1843,_qGwROSo-3w,1,0,0,0
1844,SnjEIlbdcRw,0,0,1,0
1845,1JXaeL4yTmg,1,0,0,0
1846,lzJYXF9gut4,0,0,1,0
1847,O9oGPP7QmNo,1,0,0,0
1848,axZ8B0veY3Q,1,0,0,0
1849,0SFfhbT_658,0,0,1,0
1850,5bUZKc447gs,1,0,0,0
1851,khmeVpTpJog,0,0,1,0
1852,aj0ZAOh6C2I,0,0,1,0
1853,gHCdWe5HnwU,0,0,1,0
1854,WmOOy084hNk,0,0,0,1
1855,G7RTLG2M3hM,1,0,0,0
1856,Ky47A68zaxM,0,0,1,0
1857,Uu8OlT67VfU,0,0,1,0
1858,MWpJr-Ab1-U,1,0,0,0
1859,4vTyB0car7w,1,0,0,0
1860,UaINQJNqo4k,0,0,0,1
1861,dnOWKFosVH8,1,0,0,0
1862,wdMfU9zAFiI,0,0,1,0
1863,nowJpCjIVC4,0,0,1,0
1864,5Q50uhv0jPE,0,0,1,0
1865,O-8g-NNKokQ,1,0,0,0
1866,3K6CXmPI_hs,1,0,0,0
1867,cmP9-hcORgw,1,0,0,0
1868,mJ_thdMFy6w,1,0,0,0
1869,Q75CjrKJIls,0,0,1,0
1870,2DMfI1XPVMs,0,0,1,0
1871,OI6C9uNOORw,0,0,1,0
1872,nq7izqB28Y0,1,0,0,0
1873,FREJe_tHenE,0,0,1,0
1874,5NyPGl178o0,0,0,1,0
1875,IAIGngYo43g,1,0,0,0
1876,2cHyP3z4Svs,0,0,1,0
1877,IXkKPUb8yJI,0,0,1,0
1878,40MUDlTXMpo,0,0,1,0
1879,aQPM1-GCrik,0,1,0,0
1880,HAkdJXbMGDA,0,0,1,0
1881,MuAxSjdMpnc,1,0,0,0
1882,mw3sXb6vkRI,1,0,0,0
1883,rkA9eX2pXdI,0,0,1,0
1884,US6KbSCe6mw,1,0,0,0
1885,LGCLbTf0keE,0,0,1,0
1886,J906B_uMsl8,1,0,0,0
1887,Rb1ADQMM8oE,1,0,0,0
1888,0xIZndO7B7c,1,0,0,0
1889,-qLUqKEKdjU,0,0,1,0
1890,CIowzYQbPMw,0,0,1,0
1891,20bQdE4NV-k,0,0,0,1
1892,azqj023NxRE,0,0,1,0
